"_id",Location,window.start,window.end,l.0.sensor,l.0.value,l.1.sensor,l.1.value,l.2.sensor,l.2.value,l.3.sensor,l.3.value,l.4.sensor,l.4.value,l.5.sensor,l.5.value,l.6.sensor,l.6.value,l.7.sensor,l.7.value,l.8.sensor,l.8.value,l.9.sensor,l.9.value,l.10.sensor,l.10.value,l.11.sensor,l.11.value,l.12.sensor,l.12.value,l.13.sensor,l.13.value,l.14.sensor,l.14.value,l.15.sensor,l.15.value,l.16.sensor,l.16.value,l.17.sensor,l.17.value,l.18.sensor,l.18.value,l.19.sensor,l.19.value,l.20.sensor,l.20.value,l.21.sensor,l.21.value,l.22.sensor,l.22.value,l.23.sensor,l.23.value,l.24.sensor,l.24.value,l.25.sensor,l.25.value,l.26.sensor,l.26.value,l.27.sensor,l.27.value,l.28.sensor,l.28.value,l.29.sensor,l.29.value,l.30.sensor,l.30.value,l.31.sensor,l.31.value,l.32.sensor,l.32.value,l.33.sensor,l.33.value,l.34.sensor,l.34.value,l.35.sensor,l.35.value,l.36.sensor,l.36.value,l.37.sensor,l.37.value,l.38.sensor,l.38.value,l.39.sensor,l.39.value,l.40.sensor,l.40.value,l.41.sensor,l.41.value,l.42.sensor,l.42.value,l.43.sensor,l.43.value,l.44.sensor,l.44.value,l.45.sensor,l.45.value,l.46.sensor,l.46.value,l.47.sensor,l.47.value,l.48.sensor,l.48.value,l.49.sensor,l.49.value,l.50.sensor,l.50.value,l.51.sensor,l.51.value,l.52.sensor,l.52.value,l.53.sensor,l.53.value,l.54.sensor,l.54.value,l.55.sensor,l.55.value,l.56.sensor,l.56.value,l.57.sensor,l.57.value,l.58.sensor,l.58.value,l.59.sensor,l.59.value,l.60.sensor,l.60.value,l.61.sensor,l.61.value,l.62.sensor,l.62.value,l.63.sensor,l.63.value,l.64.sensor,l.64.value,l.65.sensor,l.65.value,l.66.sensor,l.66.value,VW30cm,VW60cm,VW90cm,VW120cm,VW150cm,T30cm,T60cm,T90cm,T120cm,T150cm,Date,Time,DMN.BR09,DMN.BR08,DMN.BR07,DMN.BR06,DMN.BR05,DMN.BR04,DMN.BR03,DMN.BR02,DMN.BR13,DMN.BR01,DMN.BR12,DMN.BR11,DMN.BR10,DMN.Accuracy,DMN.DUD,DMN.DQA,DMN.Completeness,DMN.runTime
61d05928bf56362b3e90d3af,CAF03,2022-01-01T13:37:00.000Z,2022-01-01T13:37:30.000Z,T150cm,10.31,VW120cm,0.88,VW60cm,0.34,T150cm,21.41,T150cm,8.33,T60cm,48.2,VW30cm,0.52,VW90cm,0.29,VW60cm,0.56,VW120cm,0.78,T30cm,2.38,VW30cm,0.29,VW60cm,0.46,VW60cm,0.97,T60cm,45.13,VW30cm,0.13,VW60cm,0.08,VW30cm,0.66,T90cm,33.52,VW120cm,0.05,VW30cm,0.5,VW120cm,0.56,T150cm,45.61,T120cm,49.12,T30cm,14.19,T90cm,20.47,T60cm,48.42,VW150cm,0.47,VW150cm,0.86,T60cm,38.59,T120cm,41.0,T150cm,37.33,T120cm,36.21,T150cm,7.64,T60cm,36.08,VW60cm,0.37,VW150cm,0.63,T30cm,25.27,T90cm,21.97,VW150cm,,T120cm,49.63,T90cm,2.37,VW120cm,0.07,VW30cm,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.4633333333333334,0.29,0.4680000000000001,,13.946666666666667,43.284000000000006,19.582500000000003,43.99,21.771666666666665,01/01/2022,14:37:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05929bf56362b3e90d3b0,CAF05,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW120cm,0.2,T90cm,10.36,T120cm,43.53,VW120cm,0.57,T60cm,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385,,,14.06,10.36,43.53,,01/01/2022,14:37:30,unrealistic,0,2,2,2,0,true,true,unrealistic,true,realistic,unrealistic,unrealistic,20,do not use,bad quality,3,1
61d05930bf56362b3e90d3b2,CAF02,2022-01-01T13:36:30.000Z,2022-01-01T13:37:00.000Z,VW120cm,0.87,T120cm,2.19,VW150cm,0.39,T30cm,40.68,T150cm,17.56,T90cm,18.41,T120cm,19.71,VW120cm,0.16,VW30cm,0.38,T90cm,8.25,T150cm,42.03,T60cm,39.95,T150cm,3.51,VW120cm,0.62,VW90cm,0.94,VW150cm,0.55,T60cm,41.86,T60cm,28.57,VW30cm,0.38,T30cm,24.22,T120cm,8.88,T60cm,7.82,T30cm,46.77,T30cm,3.49,T30cm,4.26,T120cm,4.21,VW90cm,0.51,VW30cm,0.59,VW60cm,0.12,T30cm,33.37,T90cm,1.93,VW60cm,0.41,VW120cm,0.34,T30cm,46.58,VW120cm,0.22,T30cm,42.18,T150cm,47.53,T60cm,17.75,VW30cm,0.53,T30cm,35.65,T90cm,32.17,T150cm,44.91,T30cm,14.35,VW90cm,0.76,VW150cm,0.46,T30cm,24.9,T120cm,20.14,T60cm,30.0,VW150cm,0.42,T30cm,1.0,T90cm,,T120cm,18.22,VW90cm,0.01,VW120cm,0.9,T60cm,23.4,T90cm,13.64,VW60cm,0.71,T60cm,31.86,VW120cm,0.1,VW90cm,0.75,,,,,,,,,,,,,,,0.47000000000000003,0.41333333333333333,0.594,0.4585714285714286,0.455,26.454166666666666,27.651249999999997,,12.225,31.107999999999997,01/01/2022,14:36:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,unrealistic,realistic,60,use,enough quality,5,1
61d05935bf56362b3e90d3b4,CAF02,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,T30cm,42.93,VW150cm,0.06,T30cm,38.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,40.89,,,,,01/01/2022,14:37:30,unrealistic,2,0,0,0,2,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,2,1
61d05937bf56362b3e90d3b5,N/A,2022-01-01T13:36:30.000Z,2022-01-01T13:37:00.000Z,VW60cm,0.59,VW150cm,,VW90cm,0.8,T120cm,13.61,T120cm,46.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.8,,,,,,29.87,,01/01/2022,14:36:30,unrealistic,0,2,2,2,0,true,true,unrealistic,true,unrealistic,unusual,unrealistic,0,do not use,bad quality,3,0
61d0593bbf56362b3e90d3b6,CAF02,2022-01-01T13:37:00.000Z,2022-01-01T13:37:30.000Z,VW30cm,0.3,T30cm,6.81,T60cm,14.82,T90cm,47.09,T90cm,30.29,T60cm,29.27,T120cm,24.62,VW90cm,0.74,T60cm,23.18,T60cm,31.67,VW30cm,0.7,T120cm,,VW120cm,0.37,T90cm,38.13,T60cm,15.93,VW120cm,0.17,VW150cm,0.66,T60cm,26.4,T150cm,11.0,VW60cm,0.52,VW60cm,0.44,T30cm,8.19,T60cm,14.24,T90cm,28.25,VW120cm,0.51,VW30cm,0.03,VW150cm,,VW30cm,0.57,VW60cm,0.87,VW30cm,0.18,T120cm,26.79,VW90cm,0.43,VW90cm,0.53,T90cm,7.89,VW60cm,0.62,VW90cm,0.6,T60cm,3.53,VW60cm,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,0.642,0.575,0.35000000000000003,,7.5,19.880000000000003,30.329999999999995,,11.0,01/01/2022,14:37:00,realistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,0
61d0593ebf56362b3e90d3b7,CAF05,2022-01-01T13:37:00.000Z,2022-01-01T13:37:30.000Z,T90cm,0.73,VW30cm,0.96,VW60cm,0.01,VW150cm,0.26,T60cm,20.3,T150cm,47.5,VW150cm,,VW90cm,0.5,VW60cm,0.12,T60cm,18.08,T120cm,7.3,T30cm,26.72,T150cm,25.2,T30cm,19.55,T120cm,6.52,T150cm,7.64,VW60cm,0.72,T90cm,30.17,VW30cm,0.71,VW90cm,0.5,VW150cm,0.09,VW30cm,0.07,VW120cm,0.9,T30cm,39.51,VW90cm,0.11,VW30cm,0.54,VW120cm,0.1,VW90cm,0.53,VW90cm,,T30cm,46.74,VW30cm,0.12,VW120cm,0.52,VW90cm,0.25,T60cm,10.73,T30cm,19.07,VW120cm,0.36,VW90cm,0.08,T60cm,43.94,VW120cm,0.24,VW30cm,0.52,VW120cm,0.59,T150cm,13.91,T30cm,23.6,T60cm,20.88,T30cm,5.33,VW30cm,0.07,T30cm,32.25,VW120cm,0.35,VW60cm,0.5,T30cm,40.7,T120cm,43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42714285714285716,0.3375,,0.43714285714285717,,28.163333333333338,22.785999999999998,15.450000000000001,18.996666666666666,23.5625,01/01/2022,14:37:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,unrealistic,realistic,60,use,enough quality,5,0
61d0593ebf56362b3e90d3b8,CAF01,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW60cm,0.67,T60cm,9.18,T30cm,45.3,VW90cm,0.78,T150cm,47.04,VW30cm,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.67,0.78,,,45.3,9.18,,,47.04,01/01/2022,14:37:30,unusual,2,0,2,2,2,true,true,unusual,true,unrealistic,unusual,realistic,20,do not use,bad quality,4,1
61d0593ebf56362b3e90d3b9,CAF01,2022-01-01T13:37:00.000Z,2022-01-01T13:37:30.000Z,VW90cm,0.73,VW150cm,0.19,VW90cm,0.45,T30cm,7.4,VW150cm,0.69,VW90cm,0.48,VW60cm,0.39,T90cm,49.17,VW120cm,0.74,T90cm,47.38,T30cm,2.81,VW30cm,0.19,T90cm,24.34,VW120cm,0.53,VW30cm,0.08,VW60cm,0.26,VW60cm,0.37,T60cm,20.61,VW120cm,0.67,T60cm,5.69,T30cm,20.7,T120cm,31.01,T120cm,35.49,T60cm,45.93,VW60cm,0.07,T120cm,38.76,VW30cm,0.3,VW30cm,0.3,T90cm,12.18,VW90cm,0.55,T60cm,45.97,VW30cm,0.6,T90cm,25.72,T30cm,26.21,VW30cm,0.81,VW60cm,0.57,VW60cm,0.66,VW150cm,0.54,T90cm,23.31,VW30cm,0.86,T30cm,36.13,VW30cm,0.26,VW90cm,0.41,T150cm,23.93,T30cm,16.46,VW30cm,0.32,T120cm,31.19,VW90cm,0.71,VW30cm,0.0,T150cm,36.33,T150cm,49.32,VW90cm,0.45,T90cm,26.44,T60cm,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372,0.3866666666666667,0.54,0.6466666666666666,0.47333333333333333,18.285,28.034000000000002,29.791428571428575,34.1125,36.526666666666664,01/01/2022,14:37:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05940bf56362b3e90d3ba,CAF03,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW150cm,0.01,T150cm,10.61,VW30cm,0.01,VW90cm,0.07,VW60cm,0.2,VW120cm,0.35,T60cm,31.01,VW60cm,0.76,T30cm,32.41,VW30cm,0.6,T90cm,24.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,0.48,0.07,0.35,0.01,32.41,31.01,24.74,,10.61,01/01/2022,14:37:30,realistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,unrealistic,realistic,40,do not use,bad quality,5,1
61d05941bf56362b3e90d3bb,CAF01,2022-01-01T13:36:30.000Z,2022-01-01T13:37:00.000Z,VW60cm,0.97,VW60cm,0.69,T30cm,2.81,VW150cm,0.11,VW60cm,,T30cm,3.31,T30cm,42.47,VW120cm,0.0,T30cm,28.64,VW90cm,0.81,T120cm,10.13,T90cm,4.23,T90cm,5.16,T30cm,5.55,T30cm,44.6,T60cm,32.43,T150cm,35.53,VW90cm,0.07,T60cm,0.85,VW60cm,0.49,T30cm,19.79,T120cm,4.46,VW60cm,0.86,VW30cm,0.16,T90cm,10.79,T60cm,,VW30cm,0.17,VW120cm,0.32,VW60cm,0.27,VW60cm,0.05,VW150cm,0.39,T60cm,44.08,VW30cm,0.02,T30cm,11.26,VW120cm,0.98,VW60cm,0.05,T90cm,15.46,VW30cm,0.95,VW120cm,0.78,VW60cm,0.42,T90cm,4.27,T150cm,37.79,T120cm,22.75,T60cm,11.55,VW90cm,0.13,VW90cm,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,0.3975000000000001,0.52,0.25,19.803749999999997,,7.981999999999999,12.446666666666667,36.66,01/01/2022,14:36:30,realistic,2,2,2,0,2,true,true,realistic,true,realistic,realistic,unrealistic,60,use,enough quality,4,0
61d05943bf56362b3e90d3bc,CAF05,2022-01-01T13:36:30.000Z,2022-01-01T13:37:00.000Z,T30cm,10.95,T90cm,35.26,VW30cm,0.29,VW90cm,0.02,T150cm,45.36,VW150cm,0.27,VW30cm,0.55,T60cm,49.62,VW30cm,0.32,T90cm,7.01,VW30cm,0.84,T60cm,10.15,VW120cm,0.07,VW150cm,0.94,T60cm,6.79,VW60cm,0.03,VW30cm,0.8,T150cm,7.97,T60cm,8.59,VW30cm,0.44,VW120cm,0.54,VW90cm,0.81,VW60cm,0.48,T90cm,6.55,T30cm,36.46,VW150cm,0.34,VW30cm,0.8,T90cm,7.8,T150cm,,VW30cm,0.33,T30cm,33.62,VW30cm,0.92,T150cm,35.32,VW60cm,0.65,T30cm,26.38,VW30cm,0.14,T60cm,32.31,T150cm,38.87,VW150cm,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5429999999999999,0.3866666666666667,0.41500000000000004,0.30500000000000005,0.625,26.8525,21.492,14.154999999999998,,,01/01/2022,14:36:30,realistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,0
61d05943bf56362b3e90d3bd,CAF04,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW30cm,0.39,T30cm,17.63,VW150cm,0.01,VW30cm,0.82,T120cm,8.46,T60cm,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605,,,,0.01,17.63,7.11,,8.46,,01/01/2022,14:37:30,realistic,2,2,0,2,2,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,20,do not use,bad quality,4,1
61d05948bf56362b3e90d3be,CAF02,2022-01-01T13:38:00.000Z,2022-01-01T13:38:30.000Z,VW60cm,0.58,T120cm,28.53,T150cm,21.96,VW120cm,0.38,T30cm,26.33,T120cm,24.76,T150cm,37.35,T150cm,16.61,VW60cm,0.3,T120cm,31.46,T150cm,28.39,T60cm,31.82,T60cm,5.68,VW90cm,0.28,T30cm,7.04,VW120cm,0.26,T150cm,14.81,T30cm,38.66,VW30cm,0.83,T60cm,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.43999999999999995,0.28,0.32,,24.01,27.53333333333333,,28.25,23.824,01/01/2022,14:38:00,unusual,2,2,2,2,2,true,true,unrealistic,true,realistic,unrealistic,realistic,40,do not use,bad quality,5,0
61d05949bf56362b3e90d3bf,N/A,2022-01-01T13:38:00.000Z,2022-01-01T13:38:30.000Z,VW120cm,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,01/01/2022,14:38:00,unrealistic,0,2,0,0,0,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,1,0
61d0594cbf56362b3e90d3c0,CAF05,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW120cm,0.2,T90cm,10.36,T120cm,43.53,VW120cm,0.57,T60cm,14.06,VW30cm,0.91,VW120cm,0.45,VW90cm,0.42,T90cm,40.65,VW120cm,0.91,T30cm,38.16,VW90cm,0.74,VW30cm,0.77,T90cm,9.95,VW120cm,0.49,T120cm,31.72,T30cm,1.46,T30cm,33.4,T30cm,32.05,T150cm,33.03,T60cm,44.92,T120cm,23.14,VW30cm,0.91,T60cm,4.54,T90cm,34.3,VW90cm,0.21,T150cm,30.62,VW90cm,0.05,T120cm,2.41,VW60cm,0.7,T90cm,23.43,VW30cm,0.08,VW30cm,0.43,VW150cm,0.05,T60cm,37.81,VW120cm,0.36,VW90cm,0.12,VW120cm,0.06,T30cm,39.02,T30cm,32.01,T150cm,10.7,T120cm,21.81,T30cm,0.99,VW30cm,0.6,VW90cm,0.3,VW60cm,0.35,VW90cm,0.32,T120cm,23.8,VW90cm,0.41,VW150cm,0.75,T60cm,9.1,T30cm,10.52,VW30cm,0.12,VW60cm,,VW60cm,0.47,T120cm,24.34,VW30cm,0.67,T30cm,35.45,VW30cm,0.67,VW120cm,0.2,,,,,,,,,,,,,,,0.5733333333333335,,0.32125000000000004,0.405,0.4,24.784444444444446,22.086000000000002,23.738,24.392857142857142,24.783333333333335,01/01/2022,14:37:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,unrealistic,60,use,enough quality,5,1
61d05953bf56362b3e90d3c2,CAF01,2022-01-01T13:38:00.000Z,2022-01-01T13:38:30.000Z,T60cm,4.4,T90cm,27.8,T30cm,7.28,T90cm,26.16,VW90cm,0.81,VW90cm,0.18,VW60cm,0.95,VW90cm,0.87,T30cm,10.13,T150cm,47.32,T120cm,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.62,,,8.705,4.4,26.98,6.82,47.32,01/01/2022,14:38:00,unrealistic,2,2,2,2,2,true,true,unusual,true,unrealistic,realistic,unusual,20,do not use,bad quality,5,0
61d0595fbf56362b3e90d3c4,N/A,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW60cm,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,01/01/2022,14:37:30,unrealistic,0,0,0,2,0,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,1,0
61d05960bf56362b3e90d3c5,CAF04,2022-01-01T13:38:00.000Z,2022-01-01T13:38:30.000Z,VW120cm,0.0,T30cm,29.98,VW60cm,0.88,T90cm,20.92,VW90cm,0.67,T120cm,44.76,VW30cm,0.99,T150cm,47.03,T120cm,22.43,VW60cm,0.67,VW60cm,0.83,T30cm,31.67,T120cm,8.42,T90cm,30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.7933333333333333,0.67,0.0,,30.825000000000003,,25.625,25.203333333333333,47.03,01/01/2022,14:38:00,unusual,2,2,2,2,2,true,true,unusual,true,unrealistic,realistic,unusual,20,do not use,bad quality,5,0
61d05960bf56362b3e90d3c6,CAF05,2022-01-01T13:38:00.000Z,2022-01-01T13:38:30.000Z,VW60cm,0.89,VW30cm,0.79,T60cm,36.07,VW60cm,0.56,VW150cm,0.42,T30cm,,T60cm,13.98,VW150cm,0.52,T30cm,7.4,T30cm,27.84,VW30cm,0.03,VW30cm,0.35,T60cm,30.06,VW90cm,0.86,VW30cm,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.7250000000000001,0.86,,0.47,,26.703333333333333,,,,01/01/2022,14:38:00,unrealistic,2,0,2,2,2,true,true,unrealistic,true,unrealistic,unusual,unusual,0,do not use,bad quality,4,1
61d05962bf56362b3e90d3c7,CAF02,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,T30cm,42.93,VW150cm,0.06,T30cm,38.85,T90cm,10.56,T90cm,9.29,VW60cm,0.12,T60cm,30.83,VW60cm,0.29,T120cm,29.68,T30cm,5.23,T90cm,1.71,T60cm,34.95,VW90cm,0.03,T90cm,12.35,VW120cm,0.68,T90cm,16.14,VW30cm,0.23,VW30cm,0.78,T150cm,43.15,VW60cm,0.35,T120cm,6.74,T90cm,42.23,VW30cm,,VW90cm,0.2,T60cm,41.79,T120cm,39.11,T30cm,34.12,T60cm,44.27,VW90cm,0.08,T90cm,47.81,VW120cm,0.92,VW60cm,0.87,T30cm,37.6,T90cm,,T90cm,28.73,T120cm,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4075,0.10333333333333333,0.8,0.06,31.746,37.96,,20.79,43.15,01/01/2022,14:37:30,unrealistic,2,2,2,2,2,true,true,unrealistic,true,unusual,unrealistic,realistic,20,do not use,bad quality,5,1
61d0596bbf56362b3e90d3c9,CAF03,2022-01-01T13:38:00.000Z,2022-01-01T13:38:30.000Z,VW30cm,0.6,VW30cm,0.14,T60cm,47.77,VW120cm,0.71,VW150cm,0.44,VW120cm,,T90cm,37.9,VW30cm,0.25,VW150cm,0.58,VW120cm,0.69,T120cm,2.0,VW60cm,0.56,VW120cm,0.1,T60cm,7.8,VW150cm,0.67,T90cm,16.99,VW60cm,0.43,VW30cm,0.52,VW120cm,,T30cm,45.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3775,0.495,,,0.5633333333333334,45.52,27.785,27.445,2.0,,01/01/2022,14:38:00,unusual,2,2,2,2,2,true,true,unrealistic,true,unrealistic,unrealistic,realistic,20,do not use,bad quality,5,0
61d0596cbf56362b3e90d3ca,CAF01,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW60cm,0.67,T60cm,9.18,T30cm,45.3,VW90cm,0.78,T150cm,47.04,VW30cm,0.34,T30cm,47.92,T30cm,39.69,VW120cm,0.03,VW30cm,0.42,T120cm,21.25,T30cm,9.63,T30cm,1.63,VW150cm,0.9,T60cm,34.84,VW120cm,0.2,VW120cm,0.78,T150cm,17.8,T120cm,2.09,T30cm,33.91,VW30cm,0.49,T150cm,21.75,T90cm,7.62,VW60cm,0.86,T30cm,35.79,VW60cm,0.25,T120cm,32.99,VW30cm,0.45,VW60cm,0.66,T30cm,1.31,T120cm,17.73,T90cm,27.96,T60cm,24.52,VW30cm,0.72,T60cm,14.26,VW60cm,0.24,T150cm,36.78,VW120cm,0.13,VW150cm,0.28,T60cm,16.16,VW30cm,0.38,T60cm,43.67,T30cm,20.7,T120cm,44.16,VW90cm,0.39,T60cm,1.44,VW120cm,0.32,VW60cm,0.95,T150cm,21.68,VW90cm,0.8,VW150cm,0.42,T60cm,27.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4666666666666666,0.605,0.6566666666666666,0.29200000000000004,0.5333333333333333,26.208888888888886,21.41125,17.79,23.644,29.01,01/01/2022,14:37:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d0596ebf56362b3e90d3cb,CAF03,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW150cm,0.01,T150cm,10.61,VW30cm,0.01,VW90cm,0.07,VW60cm,0.2,VW120cm,0.35,T60cm,31.01,VW60cm,0.76,T30cm,32.41,VW30cm,0.6,T90cm,24.74,VW90cm,0.51,VW30cm,0.65,T120cm,38.63,T60cm,29.96,T150cm,3.94,VW120cm,0.25,T120cm,19.47,T60cm,12.76,VW120cm,0.27,VW150cm,0.52,VW90cm,0.1,T90cm,32.79,VW90cm,0.84,VW60cm,0.13,VW30cm,0.55,T120cm,28.11,VW90cm,0.06,VW30cm,0.47,VW60cm,0.01,VW150cm,0.0,T120cm,35.91,VW60cm,0.93,T30cm,25.03,VW90cm,0.02,T150cm,24.19,VW150cm,0.83,VW60cm,0.31,T120cm,14.66,T120cm,10.5,VW60cm,0.7,VW150cm,0.37,T60cm,23.24,VW30cm,0.84,VW60cm,0.97,T30cm,9.37,VW60cm,0.12,VW60cm,0.18,T150cm,15.99,VW30cm,0.08,T30cm,42.54,T90cm,11.89,VW60cm,0.36,T150cm,42.77,T60cm,0.7,VW150cm,0.88,,,,,,,,,,,,,,,,,,,,,,,0.4571428571428572,0.42454545454545456,0.26666666666666666,0.29,0.435,27.3375,19.534,23.14,24.546666666666667,19.5,01/01/2022,14:37:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05971bf56362b3e90d3cc,CAF04,2022-01-01T13:37:30.000Z,2022-01-01T13:38:00.000Z,VW30cm,0.39,T30cm,17.63,VW150cm,0.01,VW30cm,0.82,T120cm,8.46,T60cm,7.11,VW60cm,0.23,VW150cm,0.8,VW60cm,0.95,T150cm,30.74,VW30cm,0.11,VW150cm,0.79,VW30cm,0.06,VW30cm,0.24,VW60cm,0.78,T60cm,2.39,T90cm,44.23,T60cm,6.8,VW150cm,,T90cm,17.2,T30cm,48.67,VW120cm,0.79,VW150cm,0.47,T60cm,22.75,T120cm,35.71,VW120cm,0.68,T90cm,17.51,T30cm,36.9,T90cm,28.57,VW120cm,0.97,T30cm,36.16,T90cm,9.45,VW120cm,0.97,VW60cm,0.36,T90cm,1.97,VW150cm,0.36,T60cm,32.52,VW90cm,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324,0.58,0.61,0.8525,,34.839999999999996,14.313999999999998,19.821666666666665,22.085,30.74,01/01/2022,14:37:30,realistic,2,2,2,2,2,true,true,unrealistic,true,unusual,realistic,realistic,60,use,enough quality,5,0
